,Names,Situacoes
957,CENTRO AGROPASTORIL RIACHO NAVIO S/A,Cancelado em 06/03/2010
958,CENTRO HOSPITALAR  ALBERT SABIN SA,Cancelado em 04/01/2010
959,CENTRO OTICO DA AMAZONIA SA,Cancelado em 14/02/2012
960,CENTRO SECULO XXI SA,Cancelado em 16/12/2002
961,CENTROVIAS-SISTEMAS RODOVIARIOS S/A,Cancelado em 23/12/2019
962,CEPEBE SA,Cancelado em 06/07/1987
963,CERAMICA CHIARELLI SA - EM RECUPERAÇÃO JUDICIAL,Cancelado em 30/11/2016
964,CERAMICA CORDEIRO DO NE SA,Cancelado em 28/09/2008
965,CERAMICA DE MOSSORO SA  CERAMOS,Cancelado em 17/10/2005
966,CERAMICA JUNCO SA,Cancelado em 14/02/2012
967,CERAMICA PORTO FERREIRA SA,Cancelado em 06/10/1995
968,CERAMICA QUEIROZ SA,Cancelado em 24/10/2012
969,CERAMICA ROSALINO SA,Cancelado em 14/02/2012
970,CERAMICA SANTA MARCIA SA,Cancelado em 10/12/1987
971,CERAMICA SANTA MARCIA SA,Cancelado em 14/02/2012
972,CERAMICA SANTO ANTONIO SA,Cancelado em 16/10/1987
973,CERAMICA SAO JOSE GUACU,Cancelado em 12/09/1988
974,CERAMICA SERGIPE SA CERSESA,Cancelado em 12/09/2007
975,CERAMICA TERRACOTA SA,Cancelado em 28/09/2008
976,CÉRAMUS BAHIA S.A. - PRODUTOS CERÂMICOS,Cancelado em 22/07/2010
977,CETENCO ENGENHARIA SA,Cancelado em 22/11/2002
978,CETERP-CENT TELEF RIB PRETO SA,Cancelado em 24/10/2000
979,CETIP S.A. - MERCADOS ORGANIZADOS,Cancelado em 03/07/2017
980,CEVAL CENTRO OESTE S/A,Cancelado em 14/02/2012
981,CEVAL PARTICIPAÇOES SA,Cancelado em 15/10/1999
982,CEVEKOL SA IND COM PROD QUIM,Cancelado em 22/03/2005
983,CHAPADA DA PRATA SA,Cancelado em 24/10/2012
984,CHAPADA DA PRATA SA,Cancelado em 20/07/2015
985,CHAPADAO AGRI SA,Cancelado em 27/06/1997
986,CHAPECO CIA INDL DE ALIMENTOS,Cancelado em 03/06/1994
987,CHAPECO PARANA SA IND E COM,Cancelado em 16/08/1988
988,CHASE MANHATTAN LEASING SA A M,Cancelado em 07/07/2000
989,CHAVES HOT E TUR SA,Cancelado em 14/02/2012
990,CHEMICAL TRUST S/A,Cancelado em 07/01/2005
991,CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.,Cancelado em 19/10/2015
992,CIA AGREGADOS LEVES DO PARA,Cancelado em 28/09/2008
993,CIA AGRI DO MA,Cancelado em 24/03/1998
994,CIA AGRI MATA ESCURA,Cancelado em 11/11/1996
995,CIA AGRICOLA ARAPUA,Cancelado em 14/02/2012
996,CIA AGRICOLA ARAPUA,Cancelado em 28/03/2017
997,CIA AGRICOLA DO ACARA,Cancelado em 07/11/1997
998,CIA AGRICOLA DO JOHA - CAJA,Cancelado em 09/10/2007
999,CIA AGRICOLA FAZENDA GALICIA,Cancelado em 14/02/2012
1000,CIA AGRICOLA FORTALEZA,Cancelado em 14/02/2012
1001,CIA AGRICOLA INDUSTRIAL PECUARIA ITATIRA,Cancelado em 14/02/2012
1002,CIA AGRICOLA MASSANGANO,Cancelado em 14/02/2012
1003,CIA AGRICOLA SANTO ANTONIO,Cancelado em 14/02/2012
1004,CIA AGRICOLA SERRA D'AGUA,Cancelado em 08/01/2007
1005,CIA AGRICOLA VALE DO RIO UTINGA,Cancelado em 14/02/2012
1006,CIA AGRICOLA VALE DO ZUTIUA,Cancelado em 28/09/2008
1007,CIA AGRICOLA VOLTA DO RIO,Cancelado em 14/02/2012
1008,CIA AGRO INDL DE GOIAS CAGIGO,Cancelado em 04/09/1991
1009,CIA AGRO PECUARIA SANTA INES,Cancelado em 09/07/1986
1010,CIA AGROINDL ALIM NE CANAAN,Cancelado em 21/08/2008
1011,CIA AGROINDL BOI BRANCO,Cancelado em 22/09/2014
1012,CIA AGROINDL DO NE P/ EXP,Cancelado em 14/02/2012
1013,CIA AGROINDL NOVA ESPERANCA,Cancelado em 24/10/2012
1014,CIA AGROINDL PARAENSE INDUPARA,Cancelado em 25/07/1992
1015,CIA AGROINDL PIRAMBEBA,Cancelado em 28/09/2008
1016,CIA AGROINDL SALINAS SALISA.,Cancelado em 28/09/2008
1017,CIA AGROINDL SAO JOSE,Cancelado em 14/02/2012
1018,CIA AGROPAST MATA DA CHUVA,Cancelado em 24/10/2012
1019,CIA AGROPASTORIL BEIRA RIO,Cancelado em 28/09/2008
1020,CIA AGROPASTORIL DIAMANTE,Cancelado em 29/07/2011
1021,CIA AGROPASTORIL DO CERRADO,Cancelado em 12/09/2008
1022,CIA AGROPASTORIL JACARANDA BA,Cancelado em 14/02/2012
1023,CIA AGROPASTORIL VALE PIRAGIBA,Cancelado em 21/06/2011
1024,CIA AGROPEC AGROSAN,Cancelado em 12/03/2007
1025,CIA AGROPEC AMAPA BUFALO CAPAB,Cancelado em 21/06/2000
1026,CIA AGROPEC CONTINENTAL,Cancelado em 30/09/2015
1027,CIA AGROPEC DO JAHU,Cancelado em 01/06/2017
1028,CIA AGROPEC DO TRIANGULO,Cancelado em 15/01/2019
1029,CIA AGROPEC E INDL S.GONCALO,Cancelado em 12/02/2008
1030,CIA AGROPEC MONTEIRO,Cancelado em 14/02/2012
1031,CIA AGROPEC RANCHARIA - CAPRI,Cancelado em 03/11/2005
1032,CIA AGROPEC SAO FRANCISCO,Cancelado em 28/09/2008
1033,CIA AGROPEC SIMEIRA,Cancelado em 28/09/2008
1034,CIA AGROPEC STA IZABEL,Cancelado em 06/03/1998
1035,CIA AGROPEC SUL DA BAHIA,Cancelado em 03/07/1992
1036,CIA AGROPEC VALE DO BOQUEIRAO,Cancelado em 14/02/2012
1037,CIA AGROPEC VALE DO MUQUEM,Cancelado em 14/02/2012
1038,CIA ALAGOAS INDUSTRIAL-CINAL,Cancelado em 17/12/2010
1039,CIA ALCOOLQUIM NACIONAL,Cancelado em 14/02/2012
1040,CIA ALGIMAR INDUSTRIA QUIMICA ALGINATOS,Cancelado em 21/03/2006
1041,CIA AMAZONENSE AGROINDL,Cancelado em 28/09/2008
1042,CIA AMAZONENSE DE PROD ELETR,Cancelado em 16/09/1992
1043,CIA AMAZONENSE SAPONIFICACAO,Cancelado em 20/12/2005
1044,CIA AMERICA FABRIL,Cancelado em 21/09/2004
1045,CIA AMERICA SUL CFI,Cancelado em 19/05/1989
1046,CIA ATIV RURAIS DO NE - CARNE,Cancelado em 16/10/2000
1047,CIA AUXILIAR EMP MIN CAEMI,Cancelado em 06/05/1991
1048,CIA AVIC DA AM SA - CEAA,Cancelado em 16/03/2011
1049,CIA AVIC STA INES - COASI,Cancelado em 14/02/2012
1050,CIA AVICOLA DO NE CIANE,Cancelado em 09/12/2003
1051,CIA AVICOLA MASSANGANA CIAMA,Cancelado em 06/04/2005
1052,CIA BAHIANA DE CARNES - COBAC.,Cancelado em 14/02/2012
1053,CIA BANDEIRANTES ARMS GERAIS,Cancelado em 20/05/2011
1054,CIA BANDEIRANTES CFI,Cancelado em 21/07/1997
1055,CIA BANGU DESENVOLVIMENTO PARTICIPAÇÕES,Cancelado em 20/12/2005
1056,CIA BOA VISTA DE ALIMENTOS DO NE,Cancelado em 03/01/2014
1057,CIA BOZANO SIMONSEN COM IND,Cancelado em 22/04/1992
1058,CIA BRAS AGROPASTORIL,Cancelado em 20/09/1996
1059,CIA BRAS COMPON DE CALCADOS,Cancelado em 14/02/2012
1060,CIA BRAS DE AGROPEC - COBRAPE,Cancelado em 05/07/2016
1061,CIA BRAS DE ASFALTO AMAZONIA,Cancelado em 14/02/2012
1062,CIA BRAS DE ASFALTO AMAZONIA,Cancelado em 21/12/2016
1063,CIA BRAS DE LATICINIOS,Cancelado em 14/02/2012
1064,CIA BRAS DE POLIURETANO,Cancelado em 14/02/2012
1065,CIA BRAS DE TORRES,Cancelado em 28/09/2008
1066,CIA BRAS MATERIAIS COBRACO,Cancelado em 29/05/1987
1067,CIA BRAS PLASTICOS MONSANTO,Cancelado em 16/10/1985
1068,CIA BRAS PROJETOS OBRAS CBPO,Cancelado em 14/01/1993
1069,CIA BRASILEIRA DE ESTRUTURAS METALICAS,Cancelado em 13/11/2007
1070,CIA CACHUCHA PASTORIL,Cancelado em 14/02/2012
1071,CIA CACIQUE CAFE SOLUVEL,Cancelado em 23/03/2015
1072,CIA CEARA TEXTIL,Cancelado em 28/01/2000
1073,CIA CEARENSE AGROINDL DO CAJU,Cancelado em 14/02/2012
1074,CIA CEARENSE DE CIMEN PORTLAND,Cancelado em 29/12/2000
1075,CIA CERVEJARIA BRAHMA,Cancelado em 08/11/2000
1076,CIA CERVEJARIA CUIABANA,Cancelado em 24/10/1997
1077,CIA CIMENTO ATOL,Cancelado em 27/11/1995
1078,CIA CIMENTO IPANEMA,Cancelado em 06/02/1991
1079,CIA CIMENTO PORTL GAUCHO,Cancelado em 12/04/1993
1080,CIA CIMENTO PORTL PARAISO,Cancelado em 31/03/1997
1081,CIA CIMENTO SALVADOR,Cancelado em 24/06/1988
1082,CIA COMERCIAL BORBA CAMPO,Cancelado em 22/11/2006
1083,CIA COML SCHRADER,Cancelado em 28/09/2000
1084,CIA CONSTRUTORA PEDERNEIRAS,Cancelado em 21/03/2006
1085,CIA CRIADORA DE PEIXES IRACEMA,Cancelado em 14/02/2012
1086,CIA CRIADORA DE PEIXES IRACEMA,Cancelado em 23/06/2017
1087,CIA DE AGUA E ESGOTO DA PARAIBA,Cancelado em 24/06/2011
1088,CIA DE ALIM DO MARANHÃO - COMASA,Cancelado em 23/07/2002
1089,CIA DE CITRUS DO PARA,Cancelado em 28/09/2008
1090,CIA DE COCOS DO NE - CCN,Cancelado em 28/09/2008
1091,CIA DE DES DO NORTE,Cancelado em 14/02/2012
1092,CIA DE DES DO NORTE,Cancelado em 31/10/2012
1093,CIA DE DES NOVA OLINDA,Cancelado em 14/02/2012
1094,CIA DE LUBRIF DO NE - LUBRINOR,Cancelado em 14/02/2012
1095,CIA DE MECANIZACAO DA AM - CMA,Cancelado em 28/09/2008
1096,CIA DE NAVEGACAO DO NORTE CONAN,Cancelado em 20/03/2008
1097,CIA DE OLEOS VEG DO BRASIL,Cancelado em 30/09/1999
1098,CIA DE RECUPERAÇÃO SECUNDÁRIA,Cancelado em 28/06/2012
1099,CIA DE SACOS DO MARANHAO,Cancelado em 14/02/2012
1100,CIA DES ARAGUAIA CODEARA,Cancelado em 18/05/1992
1101,CIA DESENVOLVIMENTO AGRO PECUARIA INDUSTRIAL MIN EST PA,Cancelado em 09/08/2005
1102,CIA DO RIO PRETO AQUI COM E EX,Cancelado em 14/02/2012
1103,CIA DOCAS DE IMBITUBA,Cancelado em 28/11/2017
1104,CIA ENERGETICA MERIDIONAL,Cancelado em 28/03/2008
1105,CIA EQUATORIAL DE MINERACAO,Cancelado em 28/09/2008
1106,CIA FABRICA YOLANDA,Cancelado em 09/08/2005
1107,CIA FABRIL MASCARENHAS,Cancelado em 26/04/2006
1108,CIA FERRO BRASILEIRO,Cancelado em 26/12/1991
1109,CIA FERRO E ACO DE VITORIA,Cancelado em 14/02/2012
1110,CIA FERROLIGAS MG - MINASLIGA,Cancelado em 28/08/2006
1111,CIA FIAÇÃO TECELAGEM PARA MINAS,Cancelado em 04/01/2010
1112,CIA FIACAO TECIDOS CEDRONORTE,Cancelado em 03/01/1991
1113,CIA FRIGORIFICO POTENGY,Cancelado em 14/02/2012
1114,CIA GERAL DE INDUSTRIAS,Cancelado em 18/03/2008
1115,CIA GRAFICA DO NE,Cancelado em 14/02/2012
1116,CIA HERING,Cancelado em 30/04/1999
1117,CIA HOTEIS TURISTICOS - COMTUR,Cancelado em 14/02/2012
1118,CIA INDL AGRIC SANTA CECILIA,Cancelado em 29/11/2001
1119,CIA INDL ALIMENTOS DO NORDESTE CIAN,Cancelado em 22/08/2006
1120,CIA INDL AMAZONENSE,Cancelado em 10/07/1998
1121,CIA INDL DE CELULOSE E PAPEL,Cancelado em 14/02/2012
1122,CIA INDL DE LATIC DO ACRE,Cancelado em 24/10/2012
1123,CIA INDL DE LATICINIOS DO CARIRI - CILCA,Cancelado em 14/02/2012
1124,CIA INDL DE LATICINIOS DO CARIRI - CILCA,Cancelado em 01/07/2016
1125,CIA INDL DE MADEIRAS CIM,Cancelado em 14/02/2012
1126,CIA INDL DE OLEOS DO NE,Cancelado em 14/02/2012
1127,CIA INDL DE REVESTIM CERAMICOS,Cancelado em 05/06/2000
1128,CIA INDL DE VIDROS DO CEARA,Cancelado em 31/12/1996
1129,CIA INDL ITAUNENSE DO NE,Cancelado em 24/02/1992
1130,CIA INDL LATICINIOS PARA-CILPA,Cancelado em 14/02/2012
1131,CIA INDL MERC ARTEF FERRO,Cancelado em 09/09/1999
1132,CIA INDL MERC PAOLETTI,Cancelado em 14/02/1992
1133,CIA INDL MICHELETTO,Cancelado em 09/05/1988
1134,CIA INDL MOVEIS PATENTE FAIXA AZUL,Cancelado em 07/08/2008
1135,CIA INDL RIO GUAHYBA,Cancelado em 12/07/1993
1136,CIA INDL SAO PAULO RIO CISPER,Cancelado em 03/05/1988
1137,CIA INDUSTRIAL AGROPECUARIA CONAPE,Cancelado em 01/11/2005
1138,CIA INDUSTRIAL BELO HORIZONTE,Cancelado em 09/08/2005
1139,CIA INDUSTRIAL BRASILEIRA ALIMENTOS,Cancelado em 22/03/2005
1140,CIA INDUSTRIAL BRASILEIRA ALIMENTOS,Cancelado em 26/04/1991
1141,CIA INDUSTRIAL DOX,Cancelado em 07/08/1997
1142,CIA INDUSTRIAL PELES COUROS,Cancelado em 22/03/2005
1143,CIA INDUSTRIAL SANTA MATILDE,Cancelado em 04/01/2010
1144,CIA INTEGR DE MIN CALCINAC PI,Cancelado em 14/02/2012
1145,CIA INTER-ATLANTICO PARTICIPS,Cancelado em 03/03/1997
1146,CIA INTERNACIONAL FIDUCIARIA,Cancelado em 12/05/1989
1147,CIA INVEST DO PARA,Cancelado em 10/11/1986
1148,CIA INVESTS LATINOAMERICANA,Cancelado em 13/01/2003
1149,CIA IOCHPE,Cancelado em 03/08/1993
1150,CIA JOFRA AGRICOLA,Cancelado em 14/02/2012
1151,CIA LECO DE PRODS ALIMENTICIOS,Cancelado em 20/02/2009
1152,CIA LONDRIMALHAS HERINGER INDUSTRIA E COMERCIO,Cancelado em 07/08/2007
1153,CIA MADEIREIRA SAO MIGUEL,Cancelado em 09/08/2005
1154,CIA MARANHENSE DE PROD AGROPEC,Cancelado em 14/02/2012
1155,CIA MARANHENSE DE PROD AGROPEC,Cancelado em 20/03/2013
1156,CIA MARANHENSE DE ROUPAS COMAR,Cancelado em 23/07/2002
1157,CIA MARANHENSE REFRIGERANTES,Cancelado em 19/05/2010
1158,CIA MATOS NOVOS VALE ITAPECURU,Cancelado em 14/02/2012
1159,CIA MATS SULFUROSOS MATSULFUR,Cancelado em 30/11/2002
1160,CIA METALURGICA DO ES,Cancelado em 14/02/2012
1161,CIA METALURGICA DO MA,Cancelado em 14/02/2012
1162,CIA MINUANO DE ALIMENTOS,Cancelado em 13/08/1991
1163,CIA N SRA DAS MASCARENHAS,Cancelado em 14/02/2012
1164,CIA NAC FRIGORIFICOS CONFRIO,Cancelado em 14/04/1989
1165,CIA NACIONAL DE ALCALIS,Cancelado em 04/01/2010
1166,CIA NACIONAL ESTAMPARIA CIANE,Cancelado em 04/01/2010
1167,CIA NAVEGACAO LLOYD BRASILEIRO,Cancelado em 24/10/1997
1168,CIA NITROQUIMICA BRASILEIRA,Cancelado em 03/08/1990
1169,CIA NORDESTINA DE ALIMENTOS - CANORTE,Cancelado em 14/02/2012
1170,CIA NORDESTINA DE PRODS AVIC,Cancelado em 14/02/2012
1171,CIA NORDESTINA DE SUINOCULTURA,Cancelado em 14/02/2012
1172,CIA PAJEU DO MARANHAO-PAJEU,Cancelado em 03/07/2010
1173,CIA PARAIBA CIM PORTL CIMEPAR,Cancelado em 27/11/1995
1174,CIA PARAIBANA DE RAFIA,Cancelado em 14/02/2012
1175,CIA PAULISTA DE ADM DE ATIVOS,Cancelado em 04/11/1999
1176,CIA PAULISTA DE LAMINACAO,Cancelado em 27/04/1988
1177,CIA PAULISTA ENERGIA ELETRICA,Cancelado em 16/03/2001
1178,CIA PAULISTA FERTILIZANTES,Cancelado em 09/01/2007
1179,CIA PERNAMB DE BORR SINTETICA,Cancelado em 24/06/1996
1180,CIA PERNAMBUCANA DE HOTEIS E TURISMO,Cancelado em 24/04/2009
1181,CIA PESQS RECURSOS MINERAIS,Cancelado em 24/07/1997
1182,CIA PESQUEIRA SAO RAIMUNDO,Cancelado em 10/09/2007
1183,CIA PETROLIFERA MARLIM,Cancelado em 17/08/2009
1184,CIA PIAUIENSE AGROINDL,Cancelado em 14/02/2012
1185,CIA PNEUS TROPICAL,Cancelado em 25/09/1991
1186,CIA PORTUARIA VILA VELHA,Cancelado em 24/10/2012
1187,CIA PRODS AGROPECUARIOS-COPA,Cancelado em 14/01/2011
1188,CIA PRODUTORA DE ALGODÃO E SUINOS - COPAS,Cancelado em 14/02/2012
1189,CIA PRODUTORA DE SUINOS,Cancelado em 14/02/2012
1190,CIA PRODUTORES ARMS GERAIS,Cancelado em 15/04/1994
1191,CIA PRODUTOS CONFIANÇA,Cancelado em 14/02/2012
1192,CIA PROGRESSO INDUSTRIAL BRASIL FABRICA BANGU,Cancelado em 04/01/2010
1193,CIA QUIM DO RECONCAVO,Cancelado em 11/08/2000
1194,CIA QUIMICA METACRIL,Cancelado em 26/11/1992
1195,CIA RIO DAS PEDRAS,Cancelado em 14/02/2012
1196,CIA RIOGRANDENSE DE ADUBOS,Cancelado em 19/12/1990
1197,CIA RIOGRANDENSE TELECOMUNICAÇÕES,Cancelado em 28/12/2000
1198,CIA SALINAS PERYNAS,Cancelado em 16/07/1986
1199,CIA SANTISTA DE PAPEL,Cancelado em 22/03/2001
1200,CIA SAO FRANCISCO DO SALGADOR,Cancelado em 28/09/2008
1201,CIA SEGUROS AMER SUL YASUDA,Cancelado em 06/03/1992
1202,CIA SEGUROS BAHIA,Cancelado em 02/07/1997
1203,CIA SEGUROS MINAS BRASIL,Cancelado em 14/10/2009
1204,CIA SEGUROS RIO BRANCO,Cancelado em 16/01/1990
1205,CIA SERVICOS ENGA SERVIENGE,Cancelado em 08/01/1998
1206,CIA SID ALAGOAS COMESA,Cancelado em 18/03/1994
1207,CIA SID NORDESTE,Cancelado em 21/03/1995
1208,CIA SID PAINS,Cancelado em 30/06/1997
1209,CIA SIDERURGICA AMAZONIA,Cancelado em 22/09/1999
1210,CIA SIDERURGICA DO PARA - COSIPAR,Cancelado em 14/02/2012
1211,CIA SIDERURGICA MOGI CRUZES,Cancelado em 22/03/2005
1212,CIA SIDERURGICA VALE PINDARE,Cancelado em 15/08/2005
1213,CIA STO ANTONIO DO GUAJU,Cancelado em 14/02/2012
1214,CIA SULAMERICANA DE BRINQUEDOS,Cancelado em 24/10/2012
1215,CIA T JANER COM IND,Cancelado em 09/04/1991
1216,CIA TECNICA DE ENGENHARIA ELETRIC A,Cancelado em 15/01/2008
1217,CIA TELEF BORDA DO CAMPO,Cancelado em 30/11/1999
1218,CIA TELEF MELHOR RESIST,Cancelado em 28/02/2000
1219,CIA TELEFONES DO RJ CETEL,Cancelado em 02/01/1990
1220,CIA TERRAS BONSUCESSO,Cancelado em 13/05/1999
1221,CIA TEXTIL CASTANHAL,Cancelado em 08/03/1999
1222,CIA TEXTIL PE DA SERRA,Cancelado em 24/10/2012
1223,CIA TEXTIL PIRAPORA,Cancelado em 04/06/2003
1224,CIA THERMAS RIO QUENTE,Cancelado em 14/07/2004
1225,CIA TRANSAMERICA DE H NORDESTE,Cancelado em 28/12/1989
1226,CIA TROPICAL DE HOT DA AM,Cancelado em 14/02/2012
1227,CIA TROPICAL DE HOTEIS SA,Cancelado em 24/10/2012
1228,CIA TROPICAL HOTEL TAMBAU,Cancelado em 15/07/1991
1229,CIA UNIAO SEGUROS GERAIS,Cancelado em 09/11/1998
1230,CIA VALE DA CAICARA,Cancelado em 14/02/2012
1231,CIA VALE DO BURITI,Cancelado em 14/02/2012
1232,CIA VALE DO ITAPECURU-CONVALE,Cancelado em 06/12/1999
1233,CIA VALE DO MOJUZINHO,Cancelado em 14/02/2012
1234,CIA VALE DO PRATUDINHO,Cancelado em 28/09/2008
1235,CIA VALE DO RIO DOURADO,Cancelado em 24/03/1998
1236,CIA VALE DO RIO GRANDE,Cancelado em 14/02/2012
1237,CIA VALE DO RIO GRANDE,Cancelado em 15/10/2015
1238,CIA VERAS DE HOTEIS E TURISMO,Cancelado em 06/11/2013
1239,CIA VEREDAS DO RIO PRETO,Cancelado em 28/09/2008
1240,CIA VINICOLA RIO GRANDENSE,Cancelado em 29/11/1993
1241,CIA WETZEL INDL,Cancelado em 09/08/2005
1242,CIA. BRAS PETRÓLEO IPIRANGA,Cancelado em 17/07/2008
1243,CIA. DE CIMENTOS DO BRASIL,Cancelado em 07/04/2004
1244,CIA. IGUAÇU DE CAFÉ SOLÚVEL,Cancelado em 09/10/2014
1245,CIAGRA CIA AGROPAST ARUANÃ,Cancelado em 31/05/2005
1246,CIAGRO CIA INDL DE RORAIMA,Cancelado em 14/02/2012
1247,CIANE CIA DE PROD QUIM DO NE,Cancelado em 31/12/2002
1248,CIAPESC-CIA AMAZONICA DE PESCA,Cancelado em 28/09/2008
1249,CIASA-CAJU INDL ALAGOAS S.A.,Cancelado em 27/03/2008
1250,CIBASA CITRUS BARRA SECA S. A.,Cancelado em 07/03/2008
1251,CIC SA,Cancelado em 14/02/2012
1252,CICA SA,Cancelado em 27/01/1994
1253,CICADE CURTUME SA,Cancelado em 09/01/2007
1254,CICANORTE IND DE CONS ALIM SA,Cancelado em 22/05/2006
1255,CICRIA CIA CRIADORA AM,Cancelado em 14/02/2012
1256,CID - CIA INDUSTRIAL DE DOCES,Cancelado em 28/09/2008
1257,CIDADE HOTEL E TURISMO LTDA,Cancelado em 13/10/2004
1258,CIDADELA TRUST RECEBIVEIS SA,Cancelado em 18/03/2008
1259,CIFITEX-CIA INDL FIOS TEXTEIS,Cancelado em 14/02/2012
1260,CIGLA - CIA. INDUSTRIAL GALLETTI DE LAMINADOS,Cancelado em 25/03/2011
1261,CIGRA CIA VALE GRAJAU PAST IND,Cancelado em 24/08/2000
1262,CIMBA SA INDUSTRIA E COMERCIO,Cancelado em 09/08/2005
1263,CIMEF METALURGIA SA,Cancelado em 07/01/2010
1264,CIMENTO ARATU SA,Cancelado em 08/12/1995
1265,CIMENTO CAUE SA,Cancelado em 26/09/1994
1266,CIMENTO ITAU DE CORUMBA SA,Cancelado em 11/03/1988
1267,CIMENTO MAUA SA,Cancelado em 23/12/1997
1268,CIMENTO PORTLAND M GROSSO SA,Cancelado em 14/06/1995
1269,CIMENTO POTY DA PB SA,Cancelado em 30/06/2006
1270,CIMENTO SANTA RITA SA,Cancelado em 24/07/1990
1271,CIMENTO TOCANTINS SA,Cancelado em 23/04/1993
1272,CIMENTO TUPI SA,Cancelado em 28/11/1990
1273,CIMENTO TUPI SA,Cancelado em 22/08/2017
1274,CIMETAL SIDERURGIA SA - EM LIQUIDAÇÃO,Cancelado em 12/04/2005
1275,CIMINAS  CIMENTO NAC MINAS SA,Cancelado em 18/11/1992
1276,CIMOB PARTICIPAÇÕES SA,Cancelado em 09/07/2012
1277,CINAP COM IND NOR ART PAPEL SA,Cancelado em 14/02/2012
1278,CINDERELA AGROPEC SA,Cancelado em 17/07/2004
1279,CIPA CIA INDL PRODS ALIM,Cancelado em 19/07/1991
1280,CIPAC - CIA PARA DE ART DE CON,Cancelado em 14/02/2012
1281,CIPLA SA,Cancelado em 04/01/2010
1282,CIPO AGROPECUARIA SA CAPESA,Cancelado em 14/02/2012
1283,CIPRASA - CIPRANDI MADEIRA SA,Cancelado em 14/02/2012
1284,CIQUINE CIA INDS QUIMS DO NE,Cancelado em 20/06/1990
1285,CIRCULO S/A,Cancelado em 26/05/2004
1286,CIRNE CIA INDL DO RN,Cancelado em 14/02/2012
1287,CISA CIA DE SERVICOS AGRICOLAS,Cancelado em 30/06/1995
1288,CISA CONFECCS INDS SA,Cancelado em 14/02/2012
1289,CIT - CIA INDL TECNICA,Cancelado em 14/02/2012
1290,CITAG CIA TOCANTINS AGROINDL,Cancelado em 14/02/2012
1291,CITI CP MERCANTIL SA,Cancelado em 29/10/2002
1292,CITIBANK LEASING S.A. - ARREND.MERCANTIL,Cancelado em 19/05/2004
1293,CITIBANK LEASING S.A. - ARREND.MERCANTIL,Cancelado em 30/03/2010
1294,CITROBRASIL SA,Cancelado em 23/02/1988
1295,CLARION S/A AGROINDUSTRIAL,Cancelado em 18/12/2014
1296,CLARION S/A AGROINDUSTRIAL,Cancelado em 26/11/1999
1297,CLIMAX INDUSTRIA E COMERCIO SA,Cancelado em 29/12/1992
1298,CLINICA MÉDICA VITA S.A,Cancelado em 20/10/2006
1299,CLUBEPAR SA,Cancelado em 31/10/2003
1300,CMA PARTICIPAÇÕES SA,Cancelado em 17/05/2005
1301,CMP CIA DE MINERACAO E PART,Cancelado em 04/08/1992
1302,CNV CIA NACIONAL DO VESTUARIO,Cancelado em 14/02/2007
1303,COARI PARTICIPAÇÕES SA,Cancelado em 27/02/2012
1304,COASA - CORINGA AGROPEC SA,Cancelado em 14/02/2012
1305,COASA - CORINGA AGROPEC SA,Cancelado em 01/02/2016
1306,COBRASFER SA,Cancelado em 20/12/2005
1307,CODUNAS SA,Cancelado em 01/09/2006
1308,COEMP COMERCIO E EMPREEND SA,Cancelado em 14/12/1993
1309,COEST CONSTRUTORA SA,Cancelado em 04/01/2010
1310,COFAP CIA FABRICADORA PECAS,Cancelado em 19/04/2002
1311,COIMEX AGRI SA,Cancelado em 08/08/1997
1312,COIMEX ARMAZENS GERAIS SA,Cancelado em 24/10/2012
1313,COINVEST CIA. DE INV. INTERLAGOS,Cancelado em 27/11/2003
1314,COIRG CIA INDUSTRIAL RIOGRANDENSE NORTE,Cancelado em 21/09/2004
1315,COLAT - COCANE LATICINIOS S/A,Cancelado em 28/09/2008
1316,COLDEX FRIGOR SA,Cancelado em 01/11/2001
1317,COLLIER AGROPEC SA,Cancelado em 14/02/2012
1318,COLMEIA SA IND.PAULISTA RAD.,Cancelado em 03/03/1994
1319,COLORADO COUROS SA,Cancelado em 14/02/2012
1320,COLORADO COUROS SA,Cancelado em 05/10/2018
1321,COLUMBIA PARTICIPACOES SA,Cancelado em 10/11/1992
1322,COM E IND DE MATERIAL CERAMICO,Cancelado em 14/02/2012
1323,COMAG CIA DE ALIMENTOS GERAIS,Cancelado em 08/10/2012
1324,COMASA COMPON DE MADEIRA SA,Cancelado em 14/02/2012
1325,COMASA FLORESTAL E INDL SA,Cancelado em 28/09/2008
1326,COMAVEL MOTOMECANIZACAO SA,Cancelado em 14/02/2012
1327,COMBRAC CIA BRAS DE CONSTRUCAO,Cancelado em 14/02/2012
1328,COMERCIAL IMPORTADORA SA,Cancelado em 20/12/2005
1329,COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO,Cancelado em 06/12/2019
1330,COMERCIO E INDUSTRIA INDUCO SA,Cancelado em 20/12/2005
1331,COMETA AGROINDUSTRIAL S/A,Cancelado em 07/04/2010
1332,COMIND BANCO INVESTIMENTO SA,Cancelado em 13/03/1992
1333,COMIND LEASING SA ARR MERC,Cancelado em 12/01/1993
1334,COMIND PARTICIPACOES SA,Cancelado em 21/03/2006
1335,COMIND SA,Cancelado em 21/01/1993
1336,COMIND SA SERV TEC PROC DADOS,Cancelado em 18/03/1992
1337,COMMANDER SA,Cancelado em 09/07/1991
