,Names,Situacoes
2880,PERFLEX IND E COM DE BORRAC SA,Cancelado em 14/02/2012
2881,PERFLEX IND E COM DE BORRAC SA,Cancelado em 06/08/2018
2882,PERFUMARIAS PHEBO SA,Cancelado em 20/07/1990
2883,PERNAMBUCO PARTIC  INVEST. SA,Cancelado em 09/06/1999
2884,PERSIANAS COLUMBIA SA,Cancelado em 14/09/1992
2885,PERSICO PIZZAMIGLIO SA,Cancelado em 04/01/2010
2886,PESCA ALTO MAR SA,Cancelado em 14/02/2012
2887,PESCAL SA,Cancelado em 31/01/2008
2888,PESCANAVE SA PESCA E EXP,Cancelado em 14/02/2012
2889,PESCANOVA SA COM IND,Cancelado em 18/06/1986
2890,PETERCO NE PRODS ELETRICOS SA,Cancelado em 31/08/1992
2891,PETROBRAS DISTRIBUIDORA SA,Cancelado em 05/02/2003
2892,PETROBRAS QUÍMICA S.A.- PETROQUISA,Cancelado em 08/11/2006
2893,PETROFLEX INDÚSTRIA E COMÉRCIO S.A.,Cancelado em 31/10/2008
2894,PETROPAR EMBALAGENS SA,Cancelado em 17/04/2001
2895,PETROQUIMICA UNIAO SA,Cancelado em 16/12/2008
2896,PEVE PREDIOS SA,Cancelado em 30/01/2003
2897,PEVÊ-FINASA PARTICIPAÇÕES E PRÉDIOS S.A.,Cancelado em 30/01/2003
2898,PHARMUS - QUIM E FARMACEUT SA,Cancelado em 14/02/2012
2899,PHIDIAS AGROPEC SA,Cancelado em 09/03/1993
2900,PHILIP MORRIS BRASILEIRA SA,Cancelado em 09/10/1986
2901,PIASA PIABAS AGROPEC SA,Cancelado em 14/02/2012
2902,PILCOMAYO PARTICIPACOES SA,Cancelado em 17/01/2002
2903,PINA INTERC COML INDL PESCA SA,Cancelado em 04/01/2010
2904,PINCEIS TIGRE SA,Cancelado em 09/02/1988
2905,PINDARE SA,Cancelado em 01/09/2012
2906,PINDORAMA AGRI COM IND SA,Cancelado em 28/09/2008
2907,PINHEIRO SA IND MADEIREIRA,Cancelado em 20/04/2000
2908,PINTO FORMOSO AGROPEC SA.,Cancelado em 25/05/2004
2909,PIONEIRO HOTELARIA E TUR S/A,Cancelado em 14/02/2012
2910,PIONEIRO HOTELARIA E TUR S/A,Cancelado em 12/06/2013
2911,PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,Cancelado em 17/01/2017
2912,PIQUIRI AGROPEC SA - PAPESA,Cancelado em 22/03/1999
2913,PIRAJU PARTICIPACOES SA,Cancelado em 06/09/2001
2914,PIRAMIDES BRASILIA SA IC,Cancelado em 20/12/2005
2915,PIRELLI CABOS SA,Cancelado em 05/12/2000
2916,PIRELLI PNEUS SA,Cancelado em 05/12/2000
2917,PISA-PAPEL DE IMPRENSA SA,Cancelado em 28/09/2001
2918,PISOS STA MARCIA SA,Cancelado em 05/01/1993
2919,PLAENGE CONCRETO PRE MOLD SA,Cancelado em 14/02/2012
2920,PLANICIE AGROPECUARIA SA,Cancelado em 19/10/2005
2921,PLAST MED SA,Cancelado em 14/02/2012
2922,PLASTICOL PLAST TEC DA AM SA,Cancelado em 28/09/2008
2923,PLATYPUS SA,Cancelado em 06/07/2007
2924,PLAY BEVERAGE SOUTH AMERICA SA,Cancelado em 15/05/2014
2925,PLAYCENTER SA,Cancelado em 08/08/2002
2926,PLENA HOTEIS S/A,Cancelado em 23/12/2004
2927,POCO VERDE AGRI SA,Cancelado em 28/09/2008
2928,POCONÉ PARTICIPAÇÕES SA,Cancelado em 30/01/2003
2929,POLIALDEN PETROQUIMICA SA,Cancelado em 31/05/2006
2930,"POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO",Cancelado em 03/11/2008
2931,POLIFRIO DO NE SA,Cancelado em 02/02/1999
2932,POLIGRAN POLIM GRAN DO BR SA,Cancelado em 14/02/2012
2933,POLIMIX CONCRETO S/A,Cancelado em 08/06/1988
2934,POLIOLEFINAS SA,Cancelado em 17/08/1988
2935,POLIPLAST SA PLAST DA AM,Cancelado em 14/02/2012
2936,POLIPROPILENO PARTICIPACOES S.A.,Cancelado em 15/12/2005
2937,POLIPROPILENO SA,Cancelado em 15/12/2005
2938,POLIQUIMICA S/A,Cancelado em 18/10/2006
2939,POLITENO IND E COMERCIO SA,Cancelado em 02/04/2007
2940,POLITENO LINEAR IND E COM SA,Cancelado em 26/06/1997
2941,POLONIA PARTICIPACOES SA,Cancelado em 03/06/2002
2942,POLTEX POLIDO TEXTIL S/A,Cancelado em 02/05/2016
2943,POLYMAX INFORMATICA SA,Cancelado em 21/03/2006
2944,POLYNOR SA IC FIBS SINTS DA PB,Cancelado em 22/03/2005
2945,POLYUTIL SA IND E COM MAT PLAS,Cancelado em 14/02/2012
2946,PONTA AGROINDL SA,Cancelado em 10/10/1997
2947,PONTE NOVA AGROINDL SA,Cancelado em 14/02/2012
2948,PONTES SA AGROPASTORIL,Cancelado em 04/11/1993
2949,PONTES SA HOT E TUR,Cancelado em 28/01/1998
2950,PONTUAL LEASING SA ARREND MERC,Cancelado em 18/07/2006
2951,PORCELANA SCHMIDT SA,Cancelado em 28/05/2001
2952,PORCELANE SA,Cancelado em 28/09/2008
2953,PORTHAL DO LAGO SA,Cancelado em 08/02/2002
2954,PORTX OPERAÇÕES PORTUÁRIAS S.A.,Cancelado em 11/07/2012
2955,POTENZA LEASING ARREND MERC SA,Cancelado em 12/05/1998
2956,POTHENCIA S/A - REFLORESTADORA,Cancelado em 01/08/2012
2957,POUSADA DOS VELEIROS SA,Cancelado em 06/06/2003
2958,PPE FIOS ESMALTADOS SA,Cancelado em 12/03/2010
2959,PRAIA GRANDE HOTEIS E TURISMO SA,Cancelado em 20/09/2005
2960,PRAIAMAR EMPREEND TUR SA,Cancelado em 14/02/2012
2961,PRÁTICA PARTICIPAÇÕES S.A.,Cancelado em 31/12/2017
2962,PREDILETO ALIMENTOS SA,Cancelado em 19/12/2011
2963,PREFABRICADOS ALFA DO MA SA,Cancelado em 14/02/2012
2964,PREFABRICADOS ALFA DO MA SA,Cancelado em 06/02/2013
2965,PREFERÊNCIA AGROPECUÁRIA SA,Cancelado em 25/08/2008
2966,PREMESA SA IND E COMERCIO,Cancelado em 05/10/1994
2967,PREMOLDE IND ARTEF CIMENTO S/A,Cancelado em 14/02/2012
2968,PREMOLTINS - PREMOLDADOS TO SA,Cancelado em 14/02/2012
2969,PRH9 PRODUÇÕES SA,Cancelado em 06/02/2001
2970,PRICOMAR INDUSTRIA DE PESCA S/A,Cancelado em 14/02/2012
2971,PRIMOROSA SA AGROPEC IND E COM,Cancelado em 14/02/2012
2972,PRIMOROSA SA AGROPEC IND E COM,Cancelado em 20/08/2012
2973,PRIVATINVEST PARTICIPAÇÕES SA,Cancelado em 31/08/2011
2974,PROCINSA PRODS CIRURG DO NE SA,Cancelado em 14/02/2012
2975,PRODS AGRIC SA - PROASA,Cancelado em 14/02/2012
2976,PRODS PEC ANGICO BRANCO SA,Cancelado em 28/09/2008
2977,PRODUTOS E LIGAS PLASTICAS DO BRASIL S/A,Cancelado em 14/02/2012
2978,PRODUTOS E LIGAS PLASTICAS DO BRASIL S/A,Cancelado em 05/02/2019
2979,PRODUTOS QUIMICOS ELEKEIROZ SA,Cancelado em 12/04/1995
2980,PROFERTIL-PROD QUIM FERT SA,Cancelado em 05/12/2005
2981,PROMAPA PROD MAD DO PARA SA,Cancelado em 28/09/2008
2982,PROMAR PESCA INDL SA,Cancelado em 14/02/2012
2983,PROMASA PRODS MEDS ARACAJU SA,Cancelado em 14/02/2012
2984,PROMETAL PRODS METALURGICOS SA,Cancelado em 22/03/2005
2985,PROMOAUTO PARTICIPAÇÕES SA,Cancelado em 16/01/2003
2986,PROMON ENGENHARIA SA,Cancelado em 29/09/1988
2987,PROMON TECNOLOGIA SA,Cancelado em 16/08/1990
2988,PRONOR PETROQUIMICA SA,Cancelado em 16/05/2011
2989,PROPASA PRODS DE PAPEL SA,Cancelado em 07/08/2007
2990,PROPEC MINERAL IND COM REP SA,Cancelado em 14/02/2012
2991,PROPECUS AGROPECUÁRIA S.A.,Cancelado em 03/09/2010
2992,PROSPEC SA PROSPECCAO AEROLEV,Cancelado em 09/10/1990
2993,PROTEINA PROJ INTEGR ALIM SA,Cancelado em 18/10/2007
2994,PROVALE IND E COM SA,Cancelado em 18/03/1999
2995,PROVIDAX PARTICIPAÇÕES S/A,Cancelado em 30/07/2014
2996,PRUDENTE NEVES AGROPEC SA,Cancelado em 14/02/2012
2997,PRUMO LOGÍSTICA S.A.,Cancelado em 04/05/2018
2998,PST ELETRÔNICA SA,Cancelado em 20/07/2010
2999,PUERI IND COM DE CONFECCOES SA,Cancelado em 14/02/2012
3000,PW BRASIL EXPORT S/A,Cancelado em 18/11/2011
3001,QGN PARTICIPAÇÕES SA,Cancelado em 14/08/2012
3002,QUARTZIL INFO SA,Cancelado em 10/11/1989
3003,QUATRO ESTACOES HOT E TUR S/A,Cancelado em 04/04/2007
3004,QUATTOR PETROQUÍMICA S.A.,Cancelado em 03/02/2011
3005,QUEIROZ COMERCIO E PARTS SA,Cancelado em 28/09/1988
3006,QUIM DA BAHIA IND E COM,Cancelado em 16/12/2008
3007,QUIMBRASIL QUIM INDL BRAS SA,Cancelado em 09/10/1990
3008,QUÍMICA GERAL DO NORDESTE S/A,Cancelado em 14/02/2012
3009,QUIMIO PRODS QUIMICOS CI SA,Cancelado em 14/06/1989
3010,QUIMISINOS SA,Cancelado em 22/03/2005
3011,QUIXADA FAZ BOVINA DO PA SA,Cancelado em 30/01/1996
3012,R.J. AVIC DA AMAZONIA SA,Cancelado em 14/02/2012
3013,RACHID ABDALLA SA IND E COM,Cancelado em 21/03/2006
3014,RACIMEC INFORMATICA BRAS SA,Cancelado em 05/03/1993
3015,RACINVEST INVS IMOBILIARIOS SA,Cancelado em 28/01/1992
3016,RACIONAL ENGENHARIA SA,Cancelado em 23/11/1987
3017,RAÇÕES ARGO SA,Cancelado em 14/02/2012
3018,RAIA SA,Cancelado em 02/02/2012
3019,RAIL SUL SA,Cancelado em 31/01/2006
3020,RAISA RONDONIA AGROINDL SA,Cancelado em 16/11/2012
3021,RAN REF ACUCAR NORTE SA,Cancelado em 04/01/2010
3022,RANARIO REAL SA,Cancelado em 28/09/2008
3023,RANARIO STA CRUZ SA,Cancelado em 14/02/2012
3024,RANDON NORDESTE SA VEICS IMPLS,Cancelado em 16/02/1996
3025,RANDON SA VEICULOS IMPLEMENTOS,Cancelado em 27/04/1993
3026,RAROS AGROIND  PROD AROM SA,Cancelado em 24/10/2012
3027,RASIP AGRO PASTORIL SA,Cancelado em 16/07/2013
3028,RAUTA COM IND DE MAD SA,Cancelado em 14/02/2012
3029,RAVEL INDL SA,Cancelado em 28/09/2008
3030,RAYMUNDO DA FONTE IND SA,Cancelado em 13/07/2005
3031,RB CAPITAL SECURITIZADORA S.A.,Cancelado em 31/12/2019
3032,REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO),Cancelado em 14/01/2002
3033,REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO),Cancelado em 14/01/2002
3034,REALCAFE SOLUVEL DO BRASIL S/A,Cancelado em 13/04/2000
3035,REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO,Cancelado em 14/01/2002
3036,REASON S.A. COML. IMPORT. E EXPORTADORA,Cancelado em 05/02/2001
3037,REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,Cancelado em 03/02/2016
3038,REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,Cancelado em 13/04/2017
3039,RECIFE GRAFICA EDITORA SA,Cancelado em 14/02/2012
3040,REDE INT DE HOT E P DO PI SA,Cancelado em 28/09/2008
3041,REDECARD S/A,Cancelado em 18/10/2012
3042,REDENTOR ENERGIA S/A,Cancelado em 19/01/2016
3043,REDFACTOR FACTORING E FOMENTO COML S/A,Cancelado em 16/05/2011
3044,REFINARIA PET IPIRANGA SA,Cancelado em 17/07/2008
3045,REFRIG GAROTO IND COM SA,Cancelado em 14/02/2012
3046,REFRIMA SA-EQUIP INDUSTRIAIS,Cancelado em 28/09/2008
3047,REGINA ALIMS SA,Cancelado em 14/02/2012
3048,REMA SA,Cancelado em 06/09/1988
3049,REMASA REFLORES MADEIREIRA SA,Cancelado em 08/06/2000
3050,RENATO PEREIRA AGROPEC SA,Cancelado em 14/02/2012
3051,RENNER HERRMANN SA,Cancelado em 12/08/2002
3052,RENNER PARTICIPAÇÕES SA,Cancelado em 20/07/2009
3053,REP REAL ESTATE PARTNERS DESENV IMOB SA,Cancelado em 13/08/2012
3054,RESAM - RECAPAGEM SÃO MATHEUS S/A,Cancelado em 17/06/2009
3055,RET PARTICIPAÇÕES S/A,Cancelado em 11/06/2018
3056,REXAM BEVERAGE CAN SOUTH AMERICA S.A.,Cancelado em 19/05/2004
3057,RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA,Cancelado em 18/08/2011
3058,RHC SECURITIZADORA DE CRÉDITOS S.A.,Cancelado em 30/06/2020
3059,RHODIA AGRO SA,Cancelado em 09/01/1990
3060,RHODIA SA,Cancelado em 15/10/1993
3061,RHODIA-STER FIPACK SA,Cancelado em 04/09/1998
3062,RIACHO AGROPEC SA,Cancelado em 14/02/2012
3063,RIACHO NOVO AGROPEC S/A,Cancelado em 14/02/2012
3064,RIAN AGROPECUARIA SA,Cancelado em 22/12/2000
3065,RIB SA,Cancelado em 25/04/1997
3066,RIBEIRAO PRETO WATER PARK SA,Cancelado em 30/06/2004
3067,RIBEIRAO S/A,Cancelado em 20/03/2008
3068,RIBEIRO CHAVES SA INDS,Cancelado em 14/02/2012
3069,RICASA ROLANDIA IC E AGRI SA,Cancelado em 22/03/2005
3070,RICINOR-RICINOQUIMICA DO NE SA,Cancelado em 28/09/2008
3071,RICOPESCA NORTE-CAPTURA E COM,Cancelado em 14/02/2012
3072,RICOPESCA-RIBAMAR IND E COM,Cancelado em 03/11/2005
3073,RIMA IMPRESSORA SA,Cancelado em 22/03/2005
3074,RIMA INDL SA,Cancelado em 24/10/2012
3075,RIMET EMPREEND. INDS. E COMERCIAIS S/A,Cancelado em 31/10/2012
3076,RIMO S/A INDÚSTRIA E COMÉRCIO,Cancelado em 20/07/2012
3077,RIO CLARO AGROINDL SA,Cancelado em 14/02/2012
3078,RIO CORRENTE AGROPEC SA,Cancelado em 17/04/1996
3079,RIO COTIA AGROPEC SA,Cancelado em 05/07/2002
3080,RIO GRANDE AGROPEC SA,Cancelado em 25/11/1994
3081,RIO GRANDE CIA CEL DO SUL,Cancelado em 10/04/1986
3082,RIO GRANDE ENERGIA SA,Cancelado em 01/01/2019
3083,RIO MONSARÁS PARTICIPAÇÕES S/A,Cancelado em 23/07/2014
3084,RIO OTHON PALACE HOTEL SA,Cancelado em 18/02/1994
3085,RIO PALMAS AGROPASTORIL SA,Cancelado em 03/11/2004
3086,RIO POTY AGROPEC SA,Cancelado em 14/02/2012
3087,RIO PRATA AGROPEC SA,Cancelado em 28/09/2008
3088,RIO PRETO AGROINDL SA,Cancelado em 14/02/2012
3089,RIO PRETO AGROPECUÁRIA S/A,Cancelado em 16/09/2010
3090,RIOEST ESTACIONAMENTOS SA,Cancelado em 26/04/2012
3091,RIOPEC RIO SANGUE PECUARIA,Cancelado em 28/09/2008
3092,RIPASA SA CELULOSE E PAPEL,Cancelado em 28/08/2006
3093,RIQUE PALACE HOTEIS SA,Cancelado em 19/06/2006
3094,RIZZO SA IND ALIM,Cancelado em 30/10/1985
3095,RJ CAPITAL PARTNERS S.A.,Cancelado em 30/05/2018
3096,ROBUSTA AGROPEC SA,Cancelado em 28/09/2008
3097,ROCHA SANTOS AGROIND SA,Cancelado em 14/02/2012
3098,RODANA RELOGIOS S/A,Cancelado em 01/06/2017
3099,RODOVIARIA SA IND IMPLS TRANSP,Cancelado em 19/04/1993
3100,ROMANO MASSIGNAM SA IND COM,Cancelado em 25/10/1984
3101,ROMCY GRANJAS SA,Cancelado em 14/02/2012
3102,RONAGRO AGROPECUARIA SA,Cancelado em 27/01/1997
3103,RONDISTUR HOTEIS E TURISMO SA,Cancelado em 03/11/2005
3104,ROPASC PARTICIPAÇÕES S/A,Cancelado em 31/12/2013
3105,RORAIMA REFRIGERANTES SA,Cancelado em 09/06/1992
3106,ROSAFER SA,Cancelado em 31/08/1989
3107,ROSARIO AGROPASTORIL SA,Cancelado em 28/09/2008
3108,ROSE FRANCE CONFEC SA,Cancelado em 14/02/2012
3109,ROSH INDUSTRIAL S.A.,Cancelado em 01/06/2017
3110,ROSSI SECURITIES SA,Cancelado em 15/06/2000
3111,RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.,Cancelado em 22/06/2016
3112,RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A,Cancelado em 29/12/2004
3113,RUBERTEX COM E INDUSTRIA SA,Cancelado em 22/03/2005
3114,RUFINO FERREIRA COM IND ACO SA,Cancelado em 28/09/2008
3115,RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.,Cancelado em 19/12/2016
3116,RURAL AGROINVEST SA,Cancelado em 14/08/2008
3117,RURAL BREJOLANDIA SA,Cancelado em 10/11/1989
3118,RURAL GRAO SA,Cancelado em 21/11/1996
3119,RURAL LEASING SA ARREND MERC,Cancelado em 23/05/2006
3120,RURALTOUR TURISMO RURAL SA,Cancelado em 14/02/2012
3121,S R PRODUTOS HOSPITALARES S A,Cancelado em 28/09/2008
3122,S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA,Cancelado em 04/01/2011
3123,S.A.V.SA,Cancelado em 15/06/2000
3124,S.F.S.P.V. EMPRS E PARTS SA,Cancelado em 21/07/1999
3125,S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A,Cancelado em 31/12/2005
3126,S/A CONSTANCIO VIEIRA,Cancelado em 01/06/2017
3127,SA AGROINDL VALE DO ENGANO,Cancelado em 14/02/2012
3128,SA BRASILEIRA IND OTICA SABIO,Cancelado em 09/08/2005
3129,SA CONFECCOES BRAS SABRA,Cancelado em 20/04/1999
3130,SA CORTUME CARIOCA,Cancelado em 25/11/1987
3131,SA ENGEFUSA,Cancelado em 20/12/2005
3132,SA EXP DE PROD PERNAMBUCANOS,Cancelado em 14/02/2012
3133,SA FABRICA PRODS ALIMCS VIGOR,Cancelado em 20/02/2009
3134,SA FAZ CAXITORE IND PEC E AGRICULTURA,Cancelado em 28/12/2006
3135,SA MARVIN,Cancelado em 17/06/1993
3136,SA MINERACAO DA TRINDADE,Cancelado em 16/10/2000
3137,SA MINERACAO DE AMIANTO,Cancelado em 23/08/1989
3138,SA PROTEIDOS DO BRASIL-PROBRAS,Cancelado em 10/01/1997
3139,SA SALINEIRA DO NE SOSAL,Cancelado em 30/06/1995
3140,SA WHITE MARTINS,Cancelado em 26/05/2000
3141,SAAG INVESTIMENTOS S.A.,Cancelado em 21/10/2014
3142,SABENJI IND COM EXP SA,Cancelado em 14/02/2012
3143,SABINO DE OLIVEIRA COMERCIO E NAVEGAÇÃO S/A,Cancelado em 02/05/2016
3144,SABUGI SA IND E COM,Cancelado em 16/10/2000
3145,SACOPLAST-SACOS PLAST DO NE SA,Cancelado em 01/07/1993
3146,SADIA AVICOLA SA,Cancelado em 21/05/1987
3147,SADIA CONCORDIA SA IND E COM,Cancelado em 27/08/1998
3148,SADIA MATO GROSSO SA,Cancelado em 09/07/1993
3149,SADIA SA,Cancelado em 29/12/2000
3150,SADIA SA,Cancelado em 04/11/2009
3151,SADOKIN SA ELETRICA ELETRONICA,Cancelado em 18/12/1998
3152,SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,Cancelado em 27/10/2011
3153,SAFRA HOLDING SA,Cancelado em 27/12/1990
3154,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,Cancelado em 13/02/1990
3155,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,Cancelado em 29/08/2003
3156,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,Cancelado em 17/01/2019
3157,SAFRA SA ADM E PARTICIPACOES,Cancelado em 28/04/1988
3158,SAFRITA MAUES SA,Cancelado em 02/01/2014
3159,SAGAISA-STA GERTRUDES AGR IRR,Cancelado em 11/10/1995
3160,SAHY PARTICIPAÇÕES SA,Cancelado em 16/11/2007
3161,SAINT-GOBAIN CANALIZAÇÃO S/A,Cancelado em 01/06/2001
3162,SAINT-GOBAIN VIDROS SA,Cancelado em 31/05/2001
3163,SALGEMA INDS QUIMICAS SA,Cancelado em 23/12/1996
3164,SALIBRAS SA IND E COM,Cancelado em 28/09/2008
3165,SALMEPA SA ALIM MED PARNAIBA,Cancelado em 14/02/2012
3166,SALMEPA SA ALIM MED PARNAIBA,Cancelado em 09/07/2019
3167,SALVADOR PRAIA HOT SA,Cancelado em 14/02/2012
3168,SAMABRAS AGROPEC SA,Cancelado em 14/02/2012
3169,SAMCIL SA SERV ASSIS MED AO CI,Cancelado em 07/12/1994
3170,SAMPA SA MARIA PAZ AGRO PASTOR,Cancelado em 14/02/2012
3171,SAN KARLO HOTEIS REUNIDOS SA,Cancelado em 14/02/2012
3172,SAN KARLO HOTEIS REUNIDOS SA,Cancelado em 28/12/2020
3173,SANASA STO ANTONIO AGROPEC SA,Cancelado em 14/02/2012
3174,SANCHO AGROPEC SA,Cancelado em 03/11/2005
3175,SANDRA TURISMO HOTEIS SA,Cancelado em 09/06/2014
3176,SANDRI SA IND E COM,Cancelado em 17/07/2004
3177,SANGA SA NORD GURGUEIA AGROPEC,Cancelado em 28/09/2008
3178,SANJAGRO STA JULIA AGROPEC S A,Cancelado em 24/10/2012
3179,SANO NE SA IND E COM,Cancelado em 14/02/2012
3180,SANO SA INDUSTRIA E COMERCIO,Cancelado em 07/08/2007
3181,SANSUY SA IND DE PLASTICOS,Cancelado em 29/03/1994
3182,SANTACONSTANCIA TECELAGEM SA,Cancelado em 18/06/1996
3183,SANTANA AGROINDL SA,Cancelado em 28/09/2008
3184,SANTANA RIOS AGROPEC SA,Cancelado em 14/02/2012
3185,SANTANA TEXTIL SA,Cancelado em 09/01/1998
3186,SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.,Cancelado em 30/11/2009
3187,SANTANDER LEASING S.A. ARREND MERC,Cancelado em 06/12/2002
3188,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,Cancelado em 05/01/2001
3189,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,Cancelado em 29/12/2020
3190,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,Cancelado em 29/01/1988
3191,SANTISTA ALIMENTOS SA,Cancelado em 01/12/2000
3192,SANTISTA TEXTIL SA,Cancelado em 29/11/2007
3193,SANTO ANTONIO AGRICOLA S/A,Cancelado em 14/02/2012
3194,SANTO ANTONIO AGRICOLA S/A,Cancelado em 05/02/2016
3195,SANTOS BRASIL TECON S.A.,Cancelado em 19/11/2009
3196,SANTOS DUMONT AGROPEC SA,Cancelado em 14/02/2012
3197,SANYO DA AMAZÔNIA S/A,Cancelado em 31/08/2010
3198,SAO BERNARDO INDL SA,Cancelado em 14/02/2012
3199,SAO BRAZ SA IND COM ALIMENTOS,Cancelado em 30/09/1994
3200,SÃO CARLOS AGROPEC IND E COM SA,Cancelado em 28/09/2008
3201,SAO DOMINGOS AGROPEC SA,Cancelado em 17/04/1996
3202,SAO FRANCISCO IRRIGACAO SA,Cancelado em 14/02/2012
3203,SAO GONCALO AGROINDL SA,Cancelado em 14/02/2012
3204,SAO JOSE AGROINDL SA,Cancelado em 28/09/2008
3205,SAO LUIZ AGROPECUARIA SA,Cancelado em 28/09/2008
3206,SAO LUIZ PARTICIPACOES SA,Cancelado em 17/10/1988
3207,SÃO MIGUEL AVÍCOLA S/A,Cancelado em 03/05/2013
3208,SAO PAULO NIKKEY PALACE HOTEL SA,Cancelado em 06/06/2009
3209,SÃO PAULO WELLNESS S/A,Cancelado em 06/04/2004
3210,SAO ROQUE AGROPEC SA,Cancelado em 23/10/2007
3211,SÃO VICENTE AGROINDUSTRIAL SA,Cancelado em 14/02/2012
3212,SAPUCAIA AGROPEC SA,Cancelado em 21/03/1995
3213,SAQUISA-STA QUITERIA AGROP SA,Cancelado em 14/02/2012
3214,SARABOR SA REGENS ARTEFS BORR,Cancelado em 20/12/2005
3215,SARA-STA ROSA AGROINDL AVIC SA,Cancelado em 28/09/2008
3216,SATMA SUL AMERICA PARTS SA,Cancelado em 06/04/1999
3217,SAUIPE SA,Cancelado em 04/04/2018
3218,SAVENA SA VEICS NAC COM REPR,Cancelado em 28/12/1984
3219,SAVISA S VICENTE AGROPEC SA,Cancelado em 14/02/2012
3220,SAYONARA EMPREEN HOTELEIROS SA,Cancelado em 17/07/2003
3221,SCANNER SA-IND DO VESTUARIO,Cancelado em 28/09/2008
3222,SCAP AGROPASTORIL S.A.,Cancelado em 17/11/2009
3223,SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.,Cancelado em 26/05/2015
3224,SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,Cancelado em 01/09/2017
3225,SCGR EMPRS PARTICIPACOES SA,Cancelado em 04/05/1999
3226,SCOPUS TECNOLOGIA SA,Cancelado em 12/08/1992
3227,SDV ADM-DE SHOPPING CENTERS SA,Cancelado em 12/04/2017
3228,SE SA COMERCIO E IMPORTACAO,Cancelado em 12/06/1998
3229,SEABRAS SERVIÇOS DE PETROLEO S/A,Cancelado em 23/05/2014
3230,SEAMIL SOC EXP AGUAS MIN SA,Cancelado em 30/10/1998
3231,SEARA ALIMENTOS SA,Cancelado em 05/04/2005
3232,SEARA INDUSTRIAL SA,Cancelado em 15/06/1989
3233,SEARLE BRASIL SA,Cancelado em 18/04/1986
3234,SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS,Cancelado em 14/06/2017
3235,SECOM AQUICULTURA COM E IND SA,Cancelado em 14/02/2012
3236,SECOM AQUICULTURA COM E IND SA,Cancelado em 15/11/2013
3237,SECURIT SA,Cancelado em 18/10/1996
3238,SEHBE CIA DE PARTICIPACOES,Cancelado em 09/08/2005
3239,SEHBE SA HOTEIS E TURISMO,Cancelado em 22/11/2006
3240,SEIVAL NE AGROPEC SA,Cancelado em 28/09/2008
3241,SEMASA-SERV MOTOMEC DA AM  SA,Cancelado em 14/02/2012
3242,SEMENTES AGROCERES SA,Cancelado em 04/06/1998
3243,SEMENTES E GRAOS RIO DOCE SA,Cancelado em 28/09/2008
3244,SEMER SA,Cancelado em 06/05/1985
3245,SEMP TOSHIBA SA,Cancelado em 13/11/2008
3246,SEMTECH SEMICONDUTORES E CONTROLES TECNICOS SA,Cancelado em 28/09/2008
3247,SENDAS S/A,Cancelado em 15/07/2005
3248,SENOR - SENDAS NORDESTE S/A,Cancelado em 31/08/2012
3249,SERGEN SERVS GERAIS DE ENG SA,Cancelado em 30/07/2014
3250,SERGIPE INDL S/A - SISA,Cancelado em 07/03/2014
3251,SERMECO SERV MEC ENG CONST SA,Cancelado em 06/09/1990
3252,SERNAMBETIBA TRUST SPE SA,Cancelado em 22/02/2005
3253,SERRA DA PIPOCA ALIMENTOS SA,Cancelado em 25/03/2003
3254,SERRANO HOTEIS SA,Cancelado em 14/12/2001
3255,SERTASA SERTANEJA AGROPEC SA,Cancelado em 28/09/2008
3256,SERTEP SA ENG. E MONTAGEM,Cancelado em 09/08/1996
3257,SERVIX ENGENHARIA SA,Cancelado em 29/04/2005
3258,SETA SA EXTRAT TANINO ACACIA,Cancelado em 03/04/1997
3259,SETAL INSTALACOES INDLS SA,Cancelado em 05/11/1986
3260,SETE FERROS AGROINDL SA,Cancelado em 14/02/2012
